source_url,target_url,status_code,preserve_query_string,subpath_matching
hellomycab.com/kota-to-ajmer-taxi,https://www.hellomycabs.com/kota-to-ajmer-cab,301,false,false
hellomycab.com/kota-to-bikaner-taxi/,https://www.hellomycabs.com/cab-service-in-kota,301,false,false
hellomycab.com/kota-to-bikaner-taxi,https://www.hellomycabs.com/cab-service-in-kota,301,false,false
hellomycab.com/kota-to-ahemdabad-taxi/,https://www.hellomycabs.com/cab-service-in-kota,301,false,false
hellomycab.com/kota-to-ahemdabad-taxi,https://www.hellomycabs.com/cab-service-in-kota,301,false,false
hellomycab.com/kota-to-sikar-taxi/,https://www.hellomycabs.com/kota-to-sikar-cab,301,false,false
hellomycab.com/kota-to-sikar-taxi,https://www.hellomycabs.com/kota-to-sikar-cab,301,false,false
hellomycab.com/kota-to-pali-taxi/,https://www.hellomycabs.com/cab-service-in-kota,301,false,false
hellomycab.com/kota-to-pali-taxi,https://www.hellomycabs.com/cab-service-in-kota,301,false,false
hellomycab.com/kota-to-bhilwara-taxi/,https://www.hellomycabs.com/cab-service-in-kota,301,false,false
hellomycab.com/kota-to-bhilwara-taxi,https://www.hellomycabs.com/cab-service-in-kota,301,false,false
hellomycab.com/kota-to-jaisalmer-taxi/,https://www.hellomycabs.com/cab-service-in-kota,301,false,false
hellomycab.com/kota-to-jaisalmer-taxi,https://www.hellomycabs.com/cab-service-in-kota,301,false,false
hellomycab.com/kota-to-bhopal-taxi/,https://www.hellomycabs.com/cab-service-in-kota,301,false,false
hellomycab.com/kota-to-bhopal-taxi,https://www.hellomycabs.com/cab-service-in-kota,301,false,false
hellomycab.com/kota-to-indore-taxi/,https://www.hellomycabs.com/cab-service-in-kota,301,false,false
hellomycab.com/kota-to-indore-taxi,https://www.hellomycabs.com/cab-service-in-kota,301,false,false
hellomycab.com/jaipur-to-delhi-taxi-service-one-way-round-trip-cabs-at-best-prices/,https://www.hellomycabs.com/jaipur-to-delhi-cab,301,false,false
hellomycab.com/jaipur-to-delhi-taxi-service-one-way-round-trip-cabs-at-best-prices,https://www.hellomycabs.com/jaipur-to-delhi-cab,301,false,false
hellomycab.com/book-one-way-taxi-services-at-lowest-fare-hellomycab-com/,https://www.hellomycabs.com/guides/one-way-or-round-trip,301,false,false
hellomycab.com/book-one-way-taxi-services-at-lowest-fare-hellomycab-com,https://www.hellomycabs.com/guides/one-way-or-round-trip,301,false,false
hellomycab.com/jaipur-airport-taxi-cabs-to-from-airport-local-outstation-hellomycab-com/,https://www.hellomycabs.com/cab-service-in-jaipur,301,false,false
hellomycab.com/jaipur-airport-taxi-cabs-to-from-airport-local-outstation-hellomycab-com,https://www.hellomycabs.com/cab-service-in-jaipur,301,false,false
hellomycab.com/taxi-services-in-jaipur-and-delhi-start-at-rs-11-for-a-round-trip-or-one-way-cab-ride/,https://www.hellomycabs.com/jaipur-to-delhi-cab,301,false,false
hellomycab.com/taxi-services-in-jaipur-and-delhi-start-at-rs-11-for-a-round-trip-or-one-way-cab-ride,https://www.hellomycabs.com/jaipur-to-delhi-cab,301,false,false
hellomycab.com/experience-a-hassle-free-journey-with-our-jaipur-to-delhi-airport-taxi-service/,https://www.hellomycabs.com/jaipur-to-delhi-airport-cab,301,false,false
hellomycab.com/experience-a-hassle-free-journey-with-our-jaipur-to-delhi-airport-taxi-service,https://www.hellomycabs.com/jaipur-to-delhi-airport-cab,301,false,false
hellomycab.com/hello-my-cab-your-reliable-and-affordable-taxi-service-in-jaipur/,https://www.hellomycabs.com/cab-service-in-jaipur,301,false,false
hellomycab.com/hello-my-cab-your-reliable-and-affordable-taxi-service-in-jaipur,https://www.hellomycabs.com/cab-service-in-jaipur,301,false,false
hellomycab.com/taxi-services/,https://www.hellomycabs.com/routes,301,false,false
hellomycab.com/taxi-services,https://www.hellomycabs.com/routes,301,false,false
www.hellomycab.com/,https://www.hellomycabs.com/,301,false,false
www.hellomycab.com/about-us/,https://www.hellomycabs.com/about,301,false,false
www.hellomycab.com/about-us,https://www.hellomycabs.com/about,301,false,false
www.hellomycab.com/our-routes/,https://www.hellomycabs.com/routes,301,false,false
www.hellomycab.com/our-routes,https://www.hellomycabs.com/routes,301,false,false
www.hellomycab.com/blog/,https://www.hellomycabs.com/guides,301,false,false
www.hellomycab.com/blog,https://www.hellomycabs.com/guides,301,false,false
www.hellomycab.com/contact-us/,https://www.hellomycabs.com/contact,301,false,false
www.hellomycab.com/contact-us,https://www.hellomycabs.com/contact,301,false,false
www.hellomycab.com/jaipur-to-delhi-taxi-service/,https://www.hellomycabs.com/jaipur-to-delhi-cab,301,false,false
